id,genres,vote_average,vote_count,popularity,title,overview,score
807,Crime Mystery Thriller,8.1,5915.0,18.45743,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",8.05716449612193
10530,Adventure Animation Drama Family,6.7,1509.0,13.280069000000001,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",6.6782949753988765
629,Drama Crime Thriller,8.1,3334.0,16.302466,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",8.025522127630431
11010,Comedy Drama Romance,7.6,181.0,10.168436999999999,The Postman,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,7.0714789265123885
10607,Comedy,6.2,192.0,11.700115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",6.324358846422513
10634,Comedy,7.0,513.0,14.56965,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",6.874850392185326
755,Horror Action Thriller Crime,6.9,1644.0,15.339153,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",6.8621808835591604
2086,Crime Drama Thriller,6.1,190.0,6.848591000000001,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",6.270783754116355
9208,Action Adventure Drama Thriller,5.7,459.0,14.957626000000001,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",5.899958503943012
406,Drama,7.9,695.0,12.108196000000001,La Haine,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",7.633069373030088
13685,Comedy Crime Drama,6.8,285.0,6.904831,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",6.682638907731965
9614,Comedy,6.5,767.0,9.592265,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",6.495441546861623
688,Drama Romance,7.3,397.0,5.951077,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,7.0626109765542635
197,Action Drama History War,7.7,3404.0,20.755149,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",7.644942287862157
103,Crime Drama,8.1,2632.0,14.092713,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",8.006795957715159
33542,Crime Action Comedy Thriller,6.5,245.0,12.314278,Rumble in the Bronx,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",6.489566207261048
11104,Drama Comedy Romance,7.9,249.0,6.778979,Chungking Express,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",7.341990987630134
11000,Comedy,6.7,303.0,6.499680000000001,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.621758777409772
9737,Action Comedy Crime Thriller,6.5,1729.0,9.262184,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",6.497763003674285
10474,Drama Crime,7.2,472.0,7.415144000000001,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.016098598007476
568,Drama,7.3,1637.0,18.761467,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",7.226418649939189
414,Action Crime Fantasy,5.2,1529.0,13.321354000000001,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",5.3206479064184276
649,Drama Romance,7.3,163.0,10.142662,Belle de Jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",6.890632550900076
8839,Fantasy Comedy Family,6.0,1045.0,12.812539,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",6.062883248083589
10329,Action Adventure Drama Mystery Science Fiction Thriller,5.0,214.0,7.260574,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",5.630412604119584
8963,Action Thriller Drama,7.0,508.0,8.657364999999999,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",6.8739136436238395
8068,Thriller Action Crime,6.8,898.0,6.950458,Desperado,A gunslinger is embroiled in a war with a local drug runner.,6.750637347770061
1572,Action Thriller,6.9,2094.0,15.138855,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",6.869731283913365
6520,Action Adventure Drama Romance,5.9,319.0,15.178338,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",6.091595644970198
10428,Action Crime Thriller Drama,6.2,406.0,14.810519000000001,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",6.2773397772804325
9886,Adventure Action Drama Science Fiction Thriller,5.5,380.0,11.715867999999999,Johnny Mnemonic,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",5.788470951742083
9482,Science Fiction,5.4,643.0,8.184814999999999,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",5.61391570851896
9344,Drama Crime,6.8,280.0,4.877872,Kids,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",6.681305258956192
2293,Romance Comedy,6.8,400.0,8.255469999999999,Mallrats,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",6.706739846322722
1642,Crime Drama Mystery Thriller Action,5.6,359.0,13.304342000000002,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",5.86931467040602
11472,Comedy,5.5,171.0,8.482834,Nine Months,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",5.9706172626608
10802,Drama,4.9,261.0,17.502375,Showgirls,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,5.498038750453027
9348,Science Fiction Horror Action,5.5,457.0,13.492845,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",5.752470525025485
281,Crime Drama Science Fiction Thriller,6.8,334.0,11.223055,Strange Days,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",6.6942799877342605
3512,Action Thriller,5.6,217.0,7.490247,Under Siege 2: Dark Territory,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",5.970754148383884
9560,Drama Romance,6.5,168.0,9.715639,A Walk in the Clouds,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,6.487116810794892
9804,Adventure Action,5.9,1017.0,16.885184,Waterworld,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",5.977973078964082
76,Drama Romance,7.7,984.0,11.304979,Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",7.528474050647486
11017,Comedy,6.2,464.0,6.638116,Billy Madison,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",6.270151144135777
2292,Comedy,7.4,769.0,10.513367,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",7.24044597840767
1909,Romance Drama Comedy,6.3,184.0,7.438934,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",6.380739284711408
8984,Drama Thriller Crime Mystery Romance,5.9,217.0,11.812244,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",6.143433193476723
11929,Crime Drama Mystery,7.1,183.0,5.8025,Dolores Claiborne,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",6.807796833646427
8467,Comedy,6.5,1894.0,9.844558000000001,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",6.497942703963352
522,Comedy Drama History,7.3,639.0,11.720358000000001,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",7.134511031214924
397,Comedy Romance,6.2,179.0,9.146544,French Kiss,French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,6.329127769736651
15789,Romance Animation Family Comedy Adventure,6.7,404.0,10.177977,A Goofy Movie,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",6.63577006017859
1024,Drama Fantasy,6.9,299.0,9.438042,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",6.751360161090903
628,Horror Romance,7.2,1558.0,11.970205,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",7.132348261897977
6280,Comedy Family Romance,4.7,381.0,6.710215,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",5.224536624659381
11,Adventure Action Science Fiction,8.1,6778.0,42.149696999999996,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,8.062492694427892
9587,Drama Romance,7.0,222.0,9.774994,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",6.779513910839593
19101,Drama Family Fantasy,7.4,207.0,7.731725,A Little Princess,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",6.996115296841211
4476,Adventure Drama Romance War,7.2,636.0,12.199047,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",7.053987831583825
11008,Adventure Comedy Family,6.1,164.0,9.253362,Major Payne,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",6.284488623273841
3036,Drama Horror Science Fiction Romance,6.1,272.0,14.287753,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",6.23836646745538
10510,Fantasy Drama Family,6.4,199.0,5.831622,Miracle on 34th Street,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",6.432797531868314
241,Crime Thriller Drama,6.9,927.0,11.226856,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,6.837234879430289
6950,Action Drama Science Fiction Thriller,6.4,522.0,13.676444,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",6.417264389942412
101,Thriller Crime Drama,8.2,4293.0,20.477329,Leon: The Professional,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",8.137968631021945
680,Thriller Crime,8.3,8670.0,140.95023600000002,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8.266905358317183
11450,History Drama,7.1,262.0,7.772505000000001,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,6.862498374267119
12106,Action Western,6.2,431.0,7.54701,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",6.274068213097673
110,Drama Mystery Romance,7.8,246.0,7.832755000000001,Three Colors: Red,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,7.277276635321982
108,Drama Music Mystery,7.7,311.0,8.843517,Three Colors: Blue,A woman struggles to find a way to live her life after the death of her husband and child.,7.283384955288162
109,Comedy Drama Mystery,7.3,218.0,6.5898,Three Colors: White,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",6.950196597726785
